Sentence,Sentiment
aldata to share space optim vision at apollo user group and categori manag associ confer compani will unveil new solut that combin busi intellig with space plan data at confer,neutral
in addit to it stake in megafon telecominvest current own of share in web plus and st petersburg payphon in telecom equip produc peter-servi and a number of other minor asset,neutral
the hack had been extra nefari becaus the tweet activ without be click on - it was enough for web surfer to move their mous cursor over them,negative
the three year turn-around program is expect to ensur salomon s futur competit the compani said,positive
net profit in the period in was euro million,neutral
finnish forest machineri manufactur ponss has issu a profit warn,negative
old mutual first-quart sale up buoy by emerg market,positive
dure the strike finnair estim to incur a net loss of between eurm and eur m per day,negative
fast gww - daili sale slow again pretti time coincid indic,negative
talvivaara has secur a -year off-tak agreement for per cent of it main output of nickel and cobalt to norilsk nickel and enter into a long-term zinc stream agreement with nyrstar nv,positive
europ howev remain an import and strong market for us,neutral
tekla will organ an inform meet for analyst and media at wtc helsinki marski meet room aleksanterinkatu the same day at - pm light lunch will be serv,neutral
adpnew - feb - finnish real estat investor sponda oyj hel sdav said today that it slip to a net loss of eur million usd m in from a profit of eur million in,negative
the compani said that the fall in turnov had been plan,negative
the airlin has order nine airbus a- aircraft with deliveri from and in do so becom the lead airlin for the latest variant of rolls-royc trent seri engin call the,positive
vanhanen said the strike would be extrem damag as some particip and report begin to arriv in finland for the one-day eu summit with russian presid vladimir putin in lahti about kilomet mile north of helsinki,negative
easyjet dismiss lufthansa low-cost plan in contest for germani,negative
oper profit total eur mn down from eur mn in the correspond period in,negative
slv - at now aw down from,negative
current the compani forese it pre-tax profit to remain below the level when it reach eur usd compar with previous project of a slight better pre-tax profit,negative
watch these bancostheyr hold up relat well compar to the broad market xlf bac gs c --larg c buy in bac in backburn,positive
these section will be put into place to form the load-bear steel structur of the bridg say sami eronen senior vice presid infrastructur and northern europ ruukki construct,neutral
the shop are locat in the capit region and the paijat-ham region,neutral
eln longscongratsanoth hod,positive
sudden optim about iphon sale ie not as bad as expect give appl aapl a lift,positive
oper profit was eur mn up from eur mn,positive
finnish-swedish tietoen is expand it busi quick in russia,positive
as a result the number of personnel in finland will be reduc by,neutral
mako hang in well today still in a base pattern have eye on it,positive
the line will run fulli underground and will compris station which will be execut in two implement stage,neutral
mayb close all those aapl call i had this morn was a bad idea money left on the tabl,positive
the margarin busi has been put into good shape in the last two year make it a natur addit to bung which is look to leverag it posit in the central and northern european market raisio ceo matti rihko said in a statement,positive
long pcln,positive
stora enso r share rose pct to eur upm-kymmen was also drag higher rise pct to eur and m-real b ad pct to eur,positive
ceo of bpm ubi meet itali econ minist as ma talk heat up,positive
nflx vision short term consolid then movement higher,positive
our aim is to understand differ traffic pattern base on the use of each build,neutral
