,Sentence,Sentiment
2037,oper profit exclud non-recur item total eur mn down from eur mn,negative
2038,salcomp s charger manufactur plant in india is locat in the nokia telecom park in the state of tamil nadu in the eastern part of india,neutral
2039,it board of director will propos a dividend of eur per share for up from the eur per share paid in,positive
2040,furthermor sale of new passeng car and light commerci vehicl in the countri declin by year-on-year last month,neutral
2041,the program which was start in the summer of was origin estim to last approxim two year,neutral
2042,the compani record revenu of e million dure the fiscal year end decemb an increas of over,positive
2043,aapl ralli mode,positive
2044,exact exa flag as strong on high volum exa,positive
2045,mt theacsman amaz see everyon sudden tout msft long been favorit cover call doubl dip dividend play,positive
2046,fl group s privat equiti divis manag all oper compani includ icelandair group fl travel group bluebird and sterl,neutral
2047,finnish laboratori liquid handl and diagnost test system develop biohit oyj omx helsinki biobv issu on tuesday june a profit warn for the financi year,negative
2048,the move is aim at boost sale cost-effici and market share in finland,positive
2049,the compani still expect it turnov in to slight increas from the level of ad that market predict is still too poor for trustworthi forecast on the market develop of the contract manufactur busi dure the current year,positive
2050,helsinki thomson financi - share close littl chang with cargotec and huhtamaki drop sharpli on disappoint second-quart report,neutral
2051,this correspond to percent of okmet s share capit and vote right,neutral
2052,the total restructur cost are expect to be about eur mn of which eur mn was book in decemb,neutral
2053,in january-septemb the group s net interest incom increas to eur mn from eur mn in january-septemb,positive
2054,rost nov call go long until exp imo ! unless european keep fing around !,positive
2055,as much biomass will be use as can be sourc local with the rest of the plant s fuel need met by peat,neutral
2056,aapl take out the short here a punish remind not to spear the strongest in the herd,positive
2057,the compani confirm it estim for lower revenu for the whole than the year-ago eur million usd m as given in the interim report on august,neutral
2058,resid access to the block is plan to be from aleksandri street,neutral
2059,capman s first real estat fund which had a total invest capac of euro million and close in june invest in commerci properti in the helsinki metropolitan area,neutral
2060,the intent of the articl was to focus attent on the fact that the develop model that china had follow was veri differ than the model that india had follow,neutral
2061,the financi impact is estim to be an annual improv of eur m in the divis s result as of fiscal year,positive
2062,the tank will be deliv to a compani which is current build a chemic tank farm in antwerp northern belgium,neutral
2063,the valu of the deal has not been disclos,neutral
2064,for q consolid earn befor tax total eur m compar to eur m and net profit was eur m compar to eur m in the previous year,positive
2065,the machin will have an annual product capac of tonn of super-calend magazin paper and other paper grade base on recov fiber stora enso said,neutral
2066,wgos bod was right to reject the offer that compani is low becaus of the economi not becaus of ani type of mismanag or anyth,neutral
2067,risto jalo chief execut of dormus print and also owner of the remaind of the compani will keep his posit after the acquisit,neutral
2068,the compani turnov amount to meur in,neutral
2069,devic volum in the area decreas by to mn unit,negative
2070,- demand for fireplac product was lower than expect especi in germani,neutral
2071,some of the lay-off will be implement use part-tim employ contract,neutral
2072,capman with offic in helsinki stockholm copenhagen and oslo manag nordic buyout mezzanin technolog life scienc and real estat fund with approxim eur bn in total capit,neutral
2073,oper loss total eur mn compar to a profit of eur mn,negative
2074,demand seem to have hit bottom now and some sign of improv can be seen,positive
2075,appl expect to launch new iphon ipad today aapl,positive
2076,wayn greensmith fiskar brand uk senior brand manag said we have launch this as we want to give someth back to the communiti,neutral
2077,uncertainti still exist howev,neutral
2078,oper profit decreas to eur mn from eur mn,neutral
2079,current alfr a palmberg is put the finish touch to one of finland s biggest ever re-plumb and bathroom refurbish project also in the district of vuosaari,neutral
