,Sentence,Sentiment
1404,Finnish forest machinery and equipment maker Ponsse Oyj said on October it will deliver a total of cut-to-length method forest machines and harvester heads to Brazilian paper maker Bahia Pulp and to unnamed Uruguayan wood harvesting contractors,positive
1405,Finnish software company QPR Software Plc OMX Helsinki QPRV reported on Thursday October an operating profit of EUR on net sales of EUR m for the third quarter,neutral
1406,Both operating profit and net sales for the nine-month period increased respectively by and as compared to the corresponding period in,positive
1407,An international conference call and audio webcast concerning the financial result January-March will begin at EET,neutral
1408,Finnish Kemira s net sales EUR decreased to EUR mn in January-June from EUR mn in January-June,negative
1409,ZSL looking very weak could be a good short setup,negative
1410,The RME from Telcontar enables the handset to calculate the best route and includes support for user-defined routes feature navigability and multi-modal routing such as via foot and ferry,neutral
1411,Calls to the switchboard and directory services have decreased significantly since our employees now have up-to-date contact information from all their colleagues and customers on their phone and can place the call directly,neutral
1412,AP Caterpillar posts percent jump in Q profit on steep global sales increase tops Wall St view CAT,positive
1413,Insurance policies should be simple,neutral
1414,Nokia and Capcom announced that Resident Evil Degeneration will be released on N-Gage later this year,neutral
1415,The steelmaker said that the drop in profit was explained by the continuing economic uncertainty mixed with the current drought in bank lending resulting in a decline in demand for its products as customers find it increasingly difficult to fund operations,negative
1416,SPY weak close,negative
1417,Compass Group says positive for year ahead,positive
1418,UPM-Kymmene said its has not indicated any interest in any domestic consolidations,neutral
1419,It also turned in earnings per share EPS of EUR versus loss per share of EUR,positive
1420,Janno Reiljan a member of the Eesti Energia supervisory board said the owners of Narva Power Grid had informed Eesti Energia about their wish to sell,neutral
1421,The antibody administered at repeated doses of up to mg-kg was generally well tolerated and the pharmacokinetic characteristics of BTT- in psoriasis patients were consistent with those observed in a previously completed study in rheumatoid arthritis RA patients,neutral
1422,In a media advisory the NTSB said that after subsequent testing the train detection system intermittently failed,neutral
1423,According to Honka Japan s Managing Director Marko Saarelainen Honkarakenne exports about ready made log houses to Japan a year,neutral
1424,Below are consolidated unaudited results for Amanda Capital under IFRS reporting standards,neutral
1425,The Finnish daily Kauppalehti surmises that Finnish supplier Rautaruukki has raised its prices above Aker s comfort zone,neutral
1426,Tornio Works employs of whom more than have been in the scope of the fixed-period or part-time temporary layoffs in April-October period,neutral
1427,The result before taxes was a loss of million euros,neutral
1428,BHP Billiton drags FTSE lower after slashing dividend,negative
1429,Alma Media holds of this company the remaining shares being owned by the company s key employees,neutral
1430,It is a member of the OneWorld alliance which includes American Airlines and British Airways,neutral
1431,Many of the commercial vessels had got stuck in the narrow Bay of Bothnia where the ice is thicker and around the Aaland islands,neutral
1432,Following the acquisition Relacom will strengthen its presence in Finland serving operators and office market with mobile and fixed networks construction installation and maintenance services,positive
1433,Ponsse projects the forest machine markets to improve more than expected in from the previous year,positive
1434,Ahlstrom Corporation Anne Pirila Director Financial communications Distribution Helsinki Stock Exchange Main media Ahlstrom in brief Ahlstrom is a leader in the development manufacture and marketing of high performance fiber-based materials,neutral
1435,February - Finnish textile and clothing company Marimekko Oyj HEL MMOV said today its preliminary operating profit grew to EUR m in from EUR m in,positive
1436,The price of raw material aluminium went up at the end of but the company considers its outlook for favourable,positive
1437,volatility squeeze in AAPL I hope it gets resolved to the upside,neutral
1438,Ramirent s net sales in the second quarterended June were EURO million about US million a -percent increase compared with EURO million for thesecond quarter last year,positive
1439,Fortum holds pct of the share capital and pct of the voting rights in the company which it now plans to delist from the Warsaw Stock Exchange,neutral
1440,OTHER North-Rhine Westphalia - Is to issue a benchmark year fixed rate deal in Euros,neutral
1441,F-Secure reported that - The first half of has seen a growing number of targeted malware attacks on individuals companies and organizations,neutral
1442,YELP wayyy overvalued right now IMO Should be trading single digits May take a short pos into earnings Near term target,negative
1443,As a domestic business Best-In is already close to Finnish dog owners,positive
1444,The donations are granted to Aalto University and the universities of Helsinki Tampere Turku Eastern Finland Jyvñskylñ Oulu and Vaasa and to polytechnics to be announced later,neutral
1445,Neste Oil extended yesterday s gains and put on pct to eur while utility Fortum shed pct to eur,neutral
1446,scottrade Why is tsla not available for shorting at this time Same for w,negative
1447,Finnish Neste Oil that was previously on the list has fallen off the list completely,neutral
1448,The webcast may be followed online on the company website at,neutral
